,codigo_municipio,Total
1382,2511301,19.4
1383,2511400,8.5
1384,2511509,14.4
1385,2511608,19.7
1386,2511707,15
1387,2511806,19.6
1388,2511905,12.6
1389,2512002,18.5
1390,2512036,24.5
1391,2512077,22.7
1392,2512101,7.5
1393,2512200,15.3
1394,2512309,6.4
1395,2512408,12
1396,2512507,9.4
1397,2512606,8.1
1398,2512705,13.6
1399,2512721,32.9
1400,2512747,7.4
1401,2512754,10.6
1402,2512762,18.2
1403,2512788,23.8
1404,2512804,20.3
1405,2512903,25.8
1406,2513000,18.3
1407,2513109,18.8
1408,2513158,20.9
1409,2513208,10.5
1410,2513307,8.7
1411,2513356,14.4
1412,2513406,6.7
1413,2513505,15.9
1414,2513604,12.2
1415,2513653,12.3
1416,2513703,26.5
1417,2513802,9.9
1418,2513851,8.6
1419,2513901,20.5
1420,2513927,13.2
1421,2513943,9.5
1422,2513968,23.6
1423,2513984,9.2
1424,2514008,12.5
1425,2514107,15
1426,2514206,30.2
1427,2514305,16.1
1428,2514404,12.5
1429,2514453,19.4
1430,2514503,14.9
1431,2514552,10.4
1432,2514602,17.7
1433,2514651,19.8
1434,2514701,3.9
1435,2514800,17.1
1436,2514909,18.3
1437,2515005,26
1438,2515104,24.7
1439,2515203,6.6
1440,2515302,16.3
1441,2515401,12.3
1442,2515500,17
1443,2515609,14
1444,2515708,10.8
1445,2515807,22.3
1446,2515906,27.6
1447,2515930,18.2
1448,2515971,18.4
1449,2516003,20
1450,2516102,14.9
1451,2516151,17.7
1452,2516201,14.2
1453,2516300,9.5
1454,2516409,14.7
1455,2516508,17.3
1456,2516607,13.3
1457,2516706,14.8
1458,2516755,14.5
1459,2516805,15.5
1460,2516904,24.1
1461,2517001,9.9
1462,2517100,5.4
1463,2517209,10.5
1464,2517407,6.6
1465,2600054,16.1
1466,2600104,10.1
1467,2600203,6.1
1468,2600302,14.7
1469,2600401,15.9
1470,2600500,18.3
1471,2600609,25.3
1472,2600708,20.7
1473,2600807,17.8
1474,2600906,15.9
1475,2601003,15.2
1476,2601052,9.8
1477,2601102,12.9
1478,2601201,11.8
1479,2601300,17.3
1480,2601409,16.3
1481,2601508,7.2
1482,2601607,11.7
1483,2601706,21.5
1484,2601805,9.8
1485,2601904,13.5
1486,2602001,20.4
1487,2602100,16.8
1488,2602209,8.3
1489,2602308,7.6
1490,2602407,13.9
1491,2602506,8.6
1492,2602605,14.7
1493,2602704,16.6
1494,2602803,15
1495,2602902,11.8
1496,2603009,5.8
1497,2603108,9.8
1498,2603207,10.2
1499,2603306,10.7
1500,2603405,9.2
1501,2603454,15.3
1502,2603504,14.9
1503,2603603,14.9
1504,2603702,16.1
1505,2603801,11.3
1506,2603900,4.6
1507,2603926,29.2
1508,2604007,12.5
1509,2604106,19
1510,2604155,11.2
1511,2604205,19.4
1512,2604304,13
1513,2604403,12.1
1514,2604502,30.8
1515,2604601,17.1
1516,2604700,20.3
1517,2604809,17
1518,2604908,18.5
1519,2605004,12.8
1520,2605103,5.1
1521,2605152,5.5
1522,2605202,12.1
1523,2605301,10.5
1524,2605400,12
1525,2605459,8
1526,2605509,17.8
1527,2605608,7.7
1528,2605707,16.3
1529,2605806,27.7
1530,2605905,17.3
1531,2606002,17
1532,2606101,10
1533,2606200,19.8
1534,2606309,12.3
1535,2606408,19.9
1536,2606507,16
1537,2606606,17.5
1538,2606705,14
1539,2606804,14.3
1540,2606903,7.5
1541,2607000,18
1542,2607109,8.1
1543,2607208,10.2
1544,2607307,11.5
1545,2607406,16.2
1546,2607505,20.9
1547,2607604,15.3
1548,2607653,16.7
1549,2607703,10.5
1550,2607752,12.2
1551,2607802,21.8
1552,2607901,13.6
1553,2607950,19.2
1554,2608008,16.9
1555,2608057,14.5
1556,2608107,10.6
1557,2608206,21.5
1558,2608255,10.4
1559,2608305,10.6
1560,2608404,11
1561,2608453,11.3
1562,2608503,12.6
1563,2608602,14
1564,2608701,12.2
1565,2608750,9.2
1566,2608800,13.4
1567,2608909,12.8
1568,2609006,15.1
1569,2609105,8.5
1570,2609154,13.3
1571,2609204,15.2
1572,2609303,13.3
1573,2609402,16.6
1574,2609501,13.2
1575,2609600,18.5
1576,2609709,6.9
1577,2609808,10.1
1578,2609907,16.6
1579,2610004,16.7
1580,2610103,21.2
1581,2610202,9.7
1582,2610301,10.3
1583,2610400,7.8
1584,2610509,10.3
1585,2610608,14.2
1586,2610707,16.9
1587,2610806,12.7
1588,2610905,17.8
1589,2611002,10
1590,2611101,9.6
1591,2611200,13
1592,2611309,25.5
1593,2611408,14.4
1594,2611507,13.1
1595,2611533,6.2
1596,2611606,14.4
1597,2611705,12.4
1598,2611804,15.4
1599,2611903,8.7
1600,2612000,15.1
1601,2612109,14
1602,2612208,10.9
1603,2612307,12.9
1604,2612406,14.4
1605,2612455,13.7
1606,2612471,9.7
1607,2612505,17.3
1608,2612554,9.8
1609,2612604,12.4
1610,2612703,15.8
1611,2612802,13.1
1612,2612901,16.3
1613,2613008,11
1614,2613107,14.8
1615,2613206,9.6
1616,2613305,10.7
1617,2613404,16.7
1618,2613503,6.1
1619,2613602,7.3
1620,2613701,16.8
1621,2613800,16.5
1622,2613909,9.5
1623,2614006,13.2
1624,2614105,10.6
1625,2614204,14.8
1626,2614303,12.4
1627,2614402,7.1
1628,2614501,14.7
1629,2614600,6.2
1630,2614709,19.4
1631,2614808,11.5
1632,2614857,16
1633,2615003,14
1634,2615102,16.9
1635,2615201,7.7
1636,2615300,13.4
1637,2615409,17.2
1638,2615508,12
1639,2615607,9.7
1640,2615706,3.4
1641,2615805,21
1642,2615904,8.5
1643,2616001,11.3
1644,2616100,12.4
1645,2616183,15.5
1646,2616209,22
1647,2616308,13.7
1648,2616407,19
1649,2616506,10.5
1650,2700102,20.6
1651,2700201,14.4
1652,2700300,13.4
1653,2700409,11.7
1654,2700508,16.8
1655,2700607,16.3
1656,2700706,12
1657,2700805,8.8
1658,2700904,6.7
1659,2701001,9.2
1660,2701100,9.8
1661,2701209,5.5
1662,2701308,21.3
1663,2701357,18.1
1664,2701407,8.1
1665,2701506,24.3
1666,2701605,10.3
1667,2701704,18.5
1668,2701803,20.3
1669,2701902,13.6
1670,2702009,7.4
1671,2702108,12.2
1672,2702207,17.7
1673,2702306,6
1674,2702355,16.4
1675,2702405,19.2
1676,2702504,14.9
1677,2702553,10.4
1678,2702603,12.4
1679,2702702,7.6
1680,2702801,15
1681,2702900,13.9
1682,2703007,13.4
1683,2703106,8.7
1684,2703205,11
1685,2703304,14.1
1686,2703403,2.3
1687,2703502,8.7
1688,2703601,18.9
1689,2703700,20.9
1690,2703759,8.7
1691,2703809,16.8
1692,2703908,9.4
1693,2704005,7.1
1694,2704104,12.5
1695,2704203,8.2
1696,2704302,18.5
1697,2704401,6.3
1698,2704500,17.5
1699,2704609,9.9
1700,2704708,16.1
1701,2704807,10.2
1702,2704906,12.3
1703,2705002,10.1
1704,2705101,10.3
1705,2705200,10.3
1706,2705309,7.1
1707,2705408,11.6
1708,2705507,12.5
1709,2705606,18.9
1710,2705705,17.2
1711,2705804,18.7
1712,2705903,27.7
1713,2706000,10.2
1714,2706109,12
1715,2706208,6.3
1716,2706307,8.7
1717,2706406,3.6
1718,2706422,11.4
1719,2706448,21.2
1720,2706505,14.5
1721,2706604,13.4
1722,2706703,9.2
1723,2706802,7.3
1724,2706901,14
1725,2707008,12.1
1726,2707107,12.6
1727,2707206,13
1728,2707305,12.4
1729,2707404,17.7
1730,2707503,18.7
1731,2707602,18.6
1732,2707701,18.2
1733,2707800,14.2
1734,2707909,14.5
1735,2708006,15.1
1736,2708105,10.1
1737,2708204,13.4
1738,2708303,6.7
1739,2708402,13.8
1740,2708501,10.6
1741,2708600,11.6
1742,2708709,10.8
1743,2708808,15.7
1744,2708907,14.8
1745,2708956,19.4
1746,2709004,6.4
1747,2709103,10
1748,2709152,7.1
1749,2709202,19.4
1750,2709301,7.8
1751,2709400,13.4
1752,2800100,15.8
1753,2800209,16.1
1754,2800308,14.3
1755,2800407,12.9
1756,2800506,28.8
1757,2800605,20.3
1758,2800670,20.7
1759,2800704,18.1
1760,2801009,19.8
1761,2801108,24.4
1762,2801207,26.5
1763,2801306,16.4
1764,2801405,25.4
1765,2801504,19.2
1766,2801603,20.2
1767,2801702,14.5
1768,2801900,18.5
1769,2802007,19.5
1770,2802106,20.8
1771,2802205,22.9
1772,2802304,28.3
1773,2802403,22.3
1774,2802502,8.6
1775,2802601,19.4
1776,2802700,18.4
1777,2802809,23.5
1778,2802908,18.9
1779,2803005,13.2
1780,2803104,18.5
1781,2803203,21.6
1782,2803302,14.9
1783,2803401,26.3
1784,2803500,17
1785,2803609,18.4
1786,2803708,20.1
1787,2803807,17.6
1788,2803906,25.4
1789,2804003,22.5
1790,2804102,20.3
1791,2804201,27.9
1792,2804300,15.3
1793,2804409,14.5
1794,2804458,19.3
1795,2804508,19.6
1796,2804607,18.2
1797,2804706,11
1798,2804805,17.8
1799,2804904,19
1800,2805000,24.4
1801,2805109,21.2
1802,2805208,24.4
1803,2805307,23.8
1804,2805406,24.7
1805,2805505,12.5
1806,2805604,19.3
1807,2805703,11.4
1808,2805802,26.1
1809,2805901,23.1
1810,2806008,17.3
1811,2806107,22.6
1812,2806206,18.5
1813,2806305,25.1
1814,2806404,17.8
1815,2806503,22.4
1816,2806602,23.1
1817,2806701,14.6
1818,2806800,18.5
1819,2806909,19.6
1820,2807006,25.2
1821,2807105,20
1822,2807204,21.4
1823,2807303,13.8
1824,2807402,20.1
1825,2807501,16.6
1826,2807600,22
1827,2900108,16.1
1828,2900207,11.5
1829,2900306,20.9
1830,2900355,31.3
1831,2900405,31.2
1832,2900504,19.5
1833,2900603,26.3
1834,2900702,25.6
1835,2900801,30.9
1836,2900900,29.1
1837,2901007,13.8
1838,2901106,20.4
1839,2901155,8.4
1840,2901205,24
1841,2901304,13.4
1842,2901353,28.3
1843,2901403,17.4
1844,2901502,14.2
1845,2901601,25.8
1846,2901700,30.3
1847,2901809,16.3
1848,2901908,34.2
1849,2901957,24.8
1850,2902005,28.8
1851,2902054,17
1852,2902104,29.1
1853,2902203,17.7
1854,2902252,32.4
1855,2902302,30.5
1856,2902401,28.2
1857,2902500,17.2
1858,2902609,26.1
1859,2902658,20.8
1860,2902708,19.7
1861,2902807,15.9
1862,2902906,25.9
1863,2903003,6
1864,2903102,31.4
1865,2903201,24.6
1866,2903235,10.9
1867,2903276,20
1868,2903300,19.7
1869,2903409,27.6
1870,2903508,19.7
1871,2903607,30.9
1872,2903706,12.7
1873,2903805,18.3
1874,2903904,14
1875,2903953,27.6
1876,2904001,8.6
1877,2904050,13.8
1878,2904100,8.5
1879,2904209,18.3
1880,2904308,15.1
1881,2904407,14.2
1882,2904506,20.6
1883,2904605,13.2
1884,2904704,26.8
1885,2904753,11.4
1886,2904803,21.9
1887,2904852,15.8
1888,2904902,26.6
1889,2905008,9.9
1890,2905107,17.9
1891,2905156,16
1892,2905206,23.7
1893,2905305,11.3
1894,2905404,33.2
1895,2905503,11.6
1896,2905602,25.7
1897,2905701,18.1
1898,2905800,25.7
1899,2905909,23.2
1900,2906006,19.6
1901,2906105,11.5
1902,2906204,5.6
1903,2906303,30.2
1904,2906402,18.8
1905,2906501,25.5
1906,2906600,16.1
1907,2906709,25.7
1908,2906808,32.3
1909,2906824,23.7
1910,2906857,21.3
1911,2906873,18
1912,2906899,20.4
1913,2906907,20.2
1914,2907004,21.7
1915,2907103,12
1916,2907202,28.1
1917,2907301,8.2
1918,2907400,13.1
1919,2907509,13.7
1920,2907558,22.5
1921,2907608,18.5
1922,2907707,13.7
1923,2907806,1.7
1924,2907905,30.1
1925,2908002,26.5
1926,2908101,14.3
1927,2908200,21.3
1928,2908309,17.3
1929,2908408,17.9
1930,2908507,24
1931,2908606,28.1
1932,2908705,17.3
1933,2908804,28.6
1934,2908903,32.2
1935,2909000,10.2
1936,2909109,6.4
1937,2909208,23.7
1938,2909307,15.7
1939,2909406,15.5
1940,2909505,16.7
1941,2909604,20.6
1942,2909703,18.5
1943,2909802,19.8
1944,2909901,20.3
1945,2910008,29
1946,2910057,18.4
1947,2910107,21.8
1948,2910206,5.5
1949,2910305,16.4
1950,2910404,28.8
1951,2910503,30.4
1952,2910602,27.2
1953,2910701,28.2
1954,2910727,27.3
1955,2910750,20.2
1956,2910776,9.9
1957,2910800,26.7
1958,2910859,18.1
1959,2910909,24.3
1960,2911006,18.9
1961,2911105,13.6
1962,2911204,18.2
1963,2911253,15.5
1964,2911303,8.9
1965,2911402,18.1
1966,2911501,23.6
1967,2911600,18.6
1968,2911659,21.4
1969,2911709,18.5
1970,2911808,25
1971,2911857,22.4
1972,2911907,18.6
1973,2912004,16.3
1974,2912103,19
1975,2912202,20.4
1976,2912301,31
1977,2912400,13.1
1978,2912509,8.6
1979,2912608,15.7
1980,2912707,29.3
1981,2912806,22
1982,2912905,30.4
1983,2913002,8.7
1984,2913101,12.2
1985,2913200,13.2
1986,2913309,14.2
1987,2913408,16.1
1988,2913457,24.3
1989,2913507,21.7
1990,2913606,25.6
1991,2913705,27.7
1992,2913804,24.8
1993,2913903,21.5
1994,2914000,26
1995,2914109,20.4
1996,2914208,24.1
1997,2914307,22.3
1998,2914406,5.3
1999,2914505,26
2000,2914604,4.4
2001,2914653,31.1
2002,2914703,16.7
2003,2914802,22.4
2004,2914901,26
2005,2915007,7.5
2006,2915106,26.7
2007,2915205,20.7
2008,2915304,33.7
2009,2915353,15.8
2010,2915403,30.9
2011,2915502,32.6
2012,2915601,14.6
2013,2915700,29.9
2014,2915809,30.7
2015,2915908,22.6
2016,2916005,24
2017,2916104,21.7
2018,2916203,22.1
2019,2916302,35.2
2020,2916401,26.1
2021,2916500,29.3
2022,2916609,36
2023,2916708,18.9
2024,2916807,19.8
2025,2916856,8.7
2026,2916906,8.9
2027,2917003,26.4
2028,2917102,20
2029,2917201,15.9
2030,2917300,23.1
2031,2917334,15.5
2032,2917359,3.8
2033,2917409,6.7
2034,2917508,18.7
2035,2917607,17.4
2036,2917706,18.7
2037,2917805,28.9
2038,2917904,19.1
2039,2918001,20.3
2040,2918100,23.2
2041,2918209,23.4
2042,2918308,21
2043,2918357,9.2
2044,2918407,15
2045,2918456,18.6
2046,2918506,15
2047,2918555,28.8
2048,2918605,6.4
2049,2918704,7.6
2050,2918753,21.3
2051,2918803,18.1
2052,2918902,21.9
2053,2919009,21.5
2054,2919058,11.4
2055,2919108,30.7
2056,2919157,5.8
2057,2919207,20.3
2058,2919306,23
2059,2919405,2.9
2060,2919504,14.4
2061,2919553,14.6
2062,2919603,27.3
2063,2919702,23.5
2064,2919801,11.7
2065,2919900,11.8
2066,2919926,20.1
2067,2919959,24.9
2068,2920007,27.2
2069,2920106,19.9
2070,2920205,9.7
2071,2920304,15.5
2072,2920403,28.9
2073,2920452,15.3
2074,2920502,11.2
2075,2920601,22.3
2076,2920700,30.1
2077,2920809,17
2078,2920908,14.7
2079,2921005,14.3
2080,2921054,13.8
2081,2921104,28.4
2082,2921203,23.9
2083,2921302,19.8
2084,2921401,24.9
2085,2921450,19.2
2086,2921500,29.3
2087,2921609,12.3
2088,2921708,14.7
2089,2921807,7.3
2090,2921906,14
2091,2922003,17.9
2092,2922052,18.8
2093,2922102,8.6
2094,2922201,14.5
2095,2922250,24.3
2096,2922300,20
2097,2922409,14.5
2098,2922508,17.9
2099,2922607,28.4
2100,2922656,26.5
2101,2922706,31
2102,2922730,21.6
2103,2922755,22.2
2104,2922805,15.1
2105,2922854,12.4
2106,2922904,17.9
2107,2923001,14.8
2108,2923035,3.1
2109,2923050,10.6
2110,2923100,12.5
2111,2923209,13.7
2112,2923308,25.3
2113,2923357,22.7
2114,2923407,21.6
2115,2923506,18.2
2116,2923605,16.7
2117,2923704,22.1
2118,2923803,22.5
2119,2923902,27.9
2120,2924009,21.8
2121,2924058,21.1
2122,2924108,27.5
2123,2924207,25.5
2124,2924306,7.3
2125,2924405,36.2
2126,2924504,14.3
2127,2924603,16.1
2128,2924652,11.7
2129,2924678,28.5
2130,2924702,16.8
2131,2924801,20.3
2132,2924900,4.8
2133,2925006,21.1
2134,2925105,23.1
2135,2925204,15.3
2136,2925253,25.7
2137,2925303,25.7
2138,2925402,22.5
2139,2925501,27
2140,2925600,10.8
2141,2925709,22.6
2142,2925758,18.4
2143,2925808,20.9
2144,2925907,25.9
2145,2925931,13.7
2146,2925956,14.6
2147,2926004,26.6
2148,2926103,10.1
2149,2926202,24.7
2150,2926301,21.1
2151,2926400,7.3
2152,2926509,26.9
2153,2926608,13.7
2154,2926657,32.8
2155,2926707,14.2
2156,2926806,17.7
2157,2926905,17.1
2158,2927002,17.8
2159,2927101,19.3
2160,2927200,17.6
2161,2927309,22.8
2162,2927408,22.9
2163,2927507,27.2
2164,2927606,31
2165,2927705,24.3
2166,2927804,21
2167,2927903,7.3
2168,2928000,13.5
2169,2928059,18.9
2170,2928109,7.3
2171,2928208,7.3
2172,2928307,29.4
2173,2928406,15.9
2174,2928505,15.2
2175,2928604,22.3
2176,2928703,18
2177,2928802,22
2178,2928901,17.3
2179,2928950,15.4
2180,2929008,19.7
2181,2929057,7.1
2182,2929107,10.4
2183,2929206,21.9
2184,2929255,13.4
2185,2929305,28.5
2186,2929354,28.1
2187,2929370,20.1
2188,2929404,16.8
2189,2929503,21.2
2190,2929602,19.7
2191,2929701,40.4
2192,2929750,12.8
2193,2929800,23
2194,2929909,7.1
2195,2930006,11.9
2196,2930105,20.4
2197,2930154,8.9
2198,2930204,18.2
2199,2930303,9.1
2200,2930402,19.1
2201,2930501,30.3
2202,2930600,14
2203,2930709,27.3
2204,2930758,10.9
2205,2930766,33.5
2206,2930774,12.9
2207,2930808,2.8
2208,2930907,5.5
2209,2931004,20.4
2210,2931053,15.7
2211,2931103,30.7
2212,2931202,23.9
2213,2931301,9.8
2214,2931350,20.1
2215,2931400,23.2
2216,2931509,28.6
2217,2931608,29.1
2218,2931707,28.2
2219,2931806,20.1
2220,2931905,26
2221,2932002,15.1
2222,2932101,22.9
2223,2932200,24.6
2224,2932309,26.8
2225,2932408,11
2226,2932457,24
2227,2932507,26
2228,2932606,9.9
2229,2932705,27.3
2230,2932804,14.1
2231,2932903,32.2
2232,2933000,13.5
2233,2933059,32.8
2234,2933109,20.8
2235,2933158,22.2
2236,2933174,11.3
2237,2933208,23.8
2238,2933257,18.7
2239,2933307,19.7
2240,2933406,6.2
2241,2933455,15.7
2242,2933505,29.1
2243,2933604,17.1
2244,3100104,6.1
2245,3100203,7.2
2246,3100302,9.3
2247,3100401,6.1
2248,3100500,6.4
2249,3100609,5.3
2250,3100708,12.6
2251,3100807,3.9
2252,3100906,5.5
2253,3101003,4.5
2254,3101102,6.8
2255,3101201,14.5
2256,3101300,17.8
2257,3101409,2.9
2258,3101508,8.2
2259,3101607,5.6
2260,3101631,5.7
2261,3101706,13.1
2262,3101805,9.7
2263,3101904,2.3
2264,3102001,2.2
2265,3102050,14.3
2266,3102100,10.8
2267,3102209,7.8
2268,3102308,3.8
2269,3102407,6.4
2270,3102506,15.9
2271,3102605,3.7
2272,3102704,3.7
2273,3102803,9.7
2274,3102852,3
2275,3102902,2.2
2276,3103009,6.1
2277,3103108,5.8
2278,3103207,4.3
2279,3103306,13.8
2280,3103405,4.7
2281,3103504,6.1
2282,3103603,9.7
2283,3103702,7.4
2284,3103751,17.2
2285,3103801,3.1
2286,3103900,2.2
2287,3104007,9.1
2288,3104106,8.6
2289,3104205,2.6
2290,3104304,4.3
2291,3104403,13.9
2292,3104452,1.9
2293,3104502,4.8
2294,3104601,6.6
2295,3104700,9.3
2296,3104809,9.6
2297,3104908,7
2298,3105004,3.8
2299,3105103,2.8
2300,3105202,9.1
2301,3105301,6.1
2302,3105400,10.4
2303,3105509,7.4
2304,3105608,8.3
2305,3105707,12.7
2306,3105905,8.1
2307,3106002,2.9
2308,3106101,19.3
2309,3106200,6.9
2310,3106309,5.3
2311,3106408,7.2
2312,3106507,1.1
2313,3106606,28.8
2314,3106655,4
2315,3106705,7.8
2316,3106804,5.8
2317,3106903,14.7
2318,3107000,9.4
2319,3107109,4.7
2320,3107208,12
2321,3107307,3.1
2322,3107406,3.7
2323,3107505,11.5
2324,3107604,2.5
2325,3107703,8.7
2326,3107802,5.9
2327,3107901,8
2328,3108008,4.5
2329,3108107,15.4
2330,3108206,3.4
2331,3108255,7.4
2332,3108305,7.1
2333,3108404,5
2334,3108503,3.1
2335,3108552,7.7
2336,3108602,2.5
2337,3108701,7.2
2338,3108800,12.7
2339,3108909,5.6
2340,3109006,16.9
2341,3109105,5.8
2342,3109204,5.6
2343,3109253,1.4
2344,3109303,4.3
2345,3109402,8.8
2346,3109451,9.2
2347,3109501,4.5
2348,3109600,5.9
2349,3109709,6.7
2350,3109808,6.9
2351,3109907,4.1
2352,3110004,6.4
2353,3110103,14.2
2354,3110202,12.7
2355,3110301,6.2
2356,3110400,2.4
2357,3110509,7.7
2358,3110608,2.3
2359,3110707,5.8
2360,3110806,15.6
2361,3110905,6.3
2362,3111002,12.5
2363,3111101,4.7
2364,3111150,5.1
2365,3111200,2.7
2366,3111309,5.2
2367,3111408,17.3
2368,3111507,13.6
2369,3111606,5.7
2370,3111705,4.4
2371,3111804,10.5
2372,3111903,6.9
2373,3112000,5.6
2374,3112059,3.9
2375,3112109,6.5
2376,3112208,4.7
2377,3112307,1.2
2378,3112406,16.6
2379,3112505,2.3
2380,3112604,7.6
2381,3112653,10.4
2382,3112703,4.3
2383,3112802,5.4
2384,3112901,7.5
2385,3113008,10.7
2386,3113107,9.8
2387,3113206,3.7
2388,3113305,9.9
2389,3113404,7.6
2390,3113503,1.7
2391,3113602,6.8
2392,3113701,12.9
2393,3113800,5.7
2394,3113909,8.9
2395,3114006,2.8
2396,3114105,14.3
2397,3114204,4.8
2398,3114303,2.8
2399,3114402,2.6
2400,3114501,2.3
2401,3114550,8.3
2402,3114600,11.5
2403,3114709,8.1
2404,3114808,5.2
2405,3114907,7
2406,3115003,5
2407,3115102,5.4
2408,3115201,6
2409,3115300,6.2
2410,3115359,9.1
2411,3115409,5.5
2412,3115458,10
2413,3115474,2.3
2414,3115508,4.8
2415,3115607,8
2416,3115706,4.2
2417,3115805,7.1
2418,3115904,16.4
2419,3116001,3.7
2420,3116100,3
2421,3116159,4.4
2422,3116209,12.4
2423,3116308,8.7
2424,3116407,4.3
2425,3116506,2.9
2426,3116605,2.1
2427,3116704,4.7
2428,3116803,4.8
2429,3116902,9.8
2430,3117009,5.8
2431,3117108,6.2
2432,3117207,2.6
2433,3117306,8
2434,3117405,4
2435,3117504,7.3
2436,3117603,5.6
2437,3117702,7.6
2438,3117801,4
2439,3117836,3
2440,3117876,5.8
2441,3117900,5.1
2442,3118007,10.2
2443,3118106,10.8
2444,3118205,11.9
2445,3118304,9.2
2446,3118403,9.1
2447,3118502,5.6
2448,3118601,7.2
2449,3118700,9.5
2450,3118809,2.4
2451,3118908,5
2452,3119005,8
2453,3119104,7.2
2454,3119203,7.1
2455,3119302,2.7
2456,3119401,5.3
2457,3119500,4.6
2458,3119609,13.3
2459,3119708,15.6
2460,3119807,3.6
2461,3119906,4.9
2462,3119955,2
2463,3120003,7.1
2464,3120102,2.7
2465,3120151,14.8
2466,3120201,5.1
2467,3120300,3.4
2468,3120409,13.2
2469,3120508,5.4
2470,3120607,3
2471,3120706,7.1
2472,3120805,5.6
2473,3120839,9.1
2474,3120870,4.8
2475,3120904,8.1
2476,3121001,1.8
2477,3121100,2
2478,3121209,5.7
2479,3121258,13.7
2480,3121308,14.4
2481,3121407,4.6
2482,3121506,12.9
2483,3121605,5
2484,3121704,12.6
2485,3121803,4
2486,3121902,6.2
2487,3122009,8.9
2488,3122108,6.5
2489,3122207,11
2490,3122306,3.9
2491,3122355,11.2
2492,3122405,3.2
2493,3122454,11.8
2494,3122470,2.7
2495,3122504,4.3
2496,3122603,5
2497,3122702,3
2498,3122801,3.5
2499,3122900,8.3
2500,3123007,10.2
2501,3123106,6.3
2502,3123205,5.4
2503,3123304,3.7
2504,3123403,2.7
2505,3123502,3.4
2506,3123528,3.8
2507,3123601,10.1
2508,3123700,6.8
2509,3123809,3.4
2510,3123858,8.6
2511,3123908,10.8
2512,3124005,3.8
2513,3124104,10.9
2514,3124203,7.7
2515,3124302,3.4
2516,3124401,6.2
2517,3124500,4.6
2518,3124609,12.5
2519,3124708,8.1
2520,3124807,2.1
2521,3124906,8.9
2522,3125002,14.1
2523,3125101,7.7
2524,3125200,6.8
2525,3125309,14.3
2526,3125408,6.6
2527,3125507,2
2528,3125606,9.1
2529,3125705,11
2530,3125804,6.7
2531,3125903,3.2
2532,3125952,10.6
2533,3126000,6.6
2534,3126109,2.5
2535,3126208,6.4
2536,3126307,5.3
2537,3126406,5.2
2538,3126505,2.7
2539,3126604,2.5
2540,3126703,3.2
2541,3126752,7.8
2542,3126802,13.2
2543,3126901,12.7
2544,3126950,3.7
2545,3127008,4.2
2546,3127057,5.4
2547,3127073,2.6
2548,3127107,8.5
2549,3127206,6.5
2550,3127305,6.4
2551,3127339,2.1
2552,3127354,2.4
2553,3127370,8.6
2554,3127388,13.1
2555,3127404,11.4
2556,3127503,2.6
2557,3127602,3.9
2558,3127701,8
2559,3127800,4.6
2560,3127909,2.3
2561,3128006,3.5
2562,3128105,5.1
2563,3128204,8
2564,3128253,2.7
2565,3128303,9.9
2566,3128402,7.8
2567,3128501,17.2
2568,3128600,6.1
2569,3128709,7.3
2570,3128808,6
2571,3128907,8
2572,3129004,5.4
2573,3129103,7.8
2574,3129202,10.6
2575,3129301,4.9
2576,3129400,9.6
2577,3129509,10.4
2578,3129608,7.9
2579,3129657,1.1
2580,3129707,4.1
2581,3129806,5.6
2582,3129905,2
2583,3130002,5.8
2584,3130051,4.6
2585,3130101,7.7
2586,3130200,5.1
2587,3130309,4.5
2588,3130408,3.7
2589,3130507,3.2
2590,3130556,5.7
2591,3130606,5.1
2592,3130655,2.1
2593,3130705,19.5
2594,3130804,18.2
2595,3130903,3.8
2596,3131000,11
2597,3131109,9.5
2598,3131158,3.9
2599,3131208,2.2
2600,3131307,4.3
2601,3131406,6.2
2602,3131505,3.4
2603,3131604,8
2604,3131703,5.6
2605,3131802,13.5
2606,3131901,10.9
2607,3132008,1.8
2608,3132107,7.3
2609,3132206,2.3
2610,3132305,19.3
2611,3132404,6.7
2612,3132503,3.3
2613,3132602,9.8
2614,3132701,11.4
2615,3132800,4.2
2616,3132909,3.1
2617,3133006,7.4
2618,3133105,4.8
2619,3133204,10
2620,3133303,8.1
2621,3133402,11.7
2622,3133501,2.4
2623,3133600,13.6
2624,3133709,3.6
2625,3133758,3.5
2626,3133808,3.2
2627,3133907,5.6
2628,3134004,4
2629,3134103,5.3
2630,3134202,5.3
2631,3134301,5.9
2632,3134400,6.5
2633,3134509,9.5
2634,3134608,8.2
2635,3134707,10.1
2636,3134806,10.9
2637,3134905,6.2
2638,3135001,4
2639,3135050,4.2
2640,3135076,17.3
2641,3135100,3.6
2642,3135209,6.4
2643,3135308,0.5
2644,3135357,2.7
2645,3135407,4.8
2646,3135456,1.6
2647,3135506,4.9
2648,3135605,8
2649,3135704,5.3
2650,3135803,5.1
2651,3135902,14
2652,3136009,7
2653,3136108,5.5
2654,3136207,2.6
2655,3136306,3.5
2656,3136405,14
2657,3136504,6.8
2658,3136520,4
2659,3136553,2.3
2660,3136579,8.7
2661,3136603,16.6
2662,3136652,4.8
2663,3136702,9.3
2664,3136801,4.1
2665,3136900,9.8
2666,3136959,5
2667,3137007,17
2668,3137106,4.7
2669,3137205,2.4
2670,3137304,4.1
2671,3137403,8.9
2672,3137502,6.7
2673,3137536,5.1
2674,3137601,9.7
2675,3137700,6.2
