,codigo_municipio,Total
1384,2511509,15.6
1385,2511608,19.9
1386,2511707,14.3
1387,2511806,20.3
1388,2511905,16.9
1389,2512002,19.5
1390,2512036,31.4
1391,2512077,14.3
1392,2512101,9.5
1393,2512200,16.2
1394,2512309,7
1395,2512408,16.7
1396,2512507,12.4
1397,2512606,11
1398,2512705,22.7
1399,2512721,32.9
1400,2512747,9.2
1401,2512754,13.4
1402,2512762,17.8
1403,2512788,21.9
1404,2512804,22.7
1405,2512903,25.8
1406,2513000,22.1
1407,2513109,22
1408,2513158,22.8
1409,2513208,12.8
1410,2513307,12.2
1411,2513356,13.5
1412,2513406,8.6
1413,2513505,15.1
1414,2513604,21.1
1415,2513653,14.4
1416,2513703,27.4
1417,2513802,9.9
1418,2513851,9
1419,2513901,21.9
1420,2513927,11.5
1421,2513943,11.1
1422,2513968,21.3
1423,2513984,8.5
1424,2514008,12.7
1425,2514107,16.3
1426,2514206,29
1427,2514305,18.2
1428,2514404,19.2
1429,2514453,24.7
1430,2514503,14.7
1431,2514552,11.5
1432,2514602,20.8
1433,2514651,23.1
1434,2514701,6
1435,2514800,18.7
1436,2514909,15.3
1437,2515005,30.1
1438,2515104,25.4
1439,2515203,8.1
1440,2515302,15
1441,2515401,12.7
1442,2515500,18.1
1443,2515609,17.2
1444,2515708,11.7
1445,2515807,24.9
1446,2515906,27.3
1447,2515930,18.3
1448,2515971,20.8
1449,2516003,21.3
1450,2516102,16.8
1451,2516151,16.7
1452,2516201,16
1453,2516300,10.1
1454,2516409,16.9
1455,2516508,21.4
1456,2516607,15.2
1457,2516706,18
1458,2516755,20
1459,2516805,18.2
1460,2516904,26.9
1461,2517001,11.3
1462,2517100,5.7
1463,2517209,14.9
1464,2517407,4.6
1465,2600054,16.6
1466,2600104,10.1
1467,2600203,7.8
1468,2600302,17.3
1469,2600401,18
1470,2600500,17.8
1471,2600609,23.7
1472,2600708,23
1473,2600807,18.8
1474,2600906,17
1475,2601003,17.3
1476,2601052,10.7
1477,2601102,14
1478,2601201,13.3
1479,2601300,20.4
1480,2601409,18.5
1481,2601508,9.9
1482,2601607,13.4
1483,2601706,20.9
1484,2601805,13.2
1485,2601904,14.8
1486,2602001,19.9
1487,2602100,17.7
1488,2602209,10.9
1489,2602308,8.3
1490,2602407,13.3
1491,2602506,11.5
1492,2602605,14.9
1493,2602704,17.9
1494,2602803,16.3
1495,2602902,13.1
1496,2603009,7.4
1497,2603108,10.4
1498,2603207,11.1
1499,2603306,13.3
1500,2603405,11.6
1501,2603454,16.8
1502,2603504,24.8
1503,2603603,15.8
1504,2603702,16.7
1505,2603801,13.2
1506,2603900,6.2
1507,2603926,29.9
1508,2604007,12.8
1509,2604106,18
1510,2604155,12
1511,2604205,20.9
1512,2604304,12.9
1513,2604403,12.8
1514,2604502,29.2
1515,2604601,17.6
1516,2604700,22.4
1517,2604809,18
1518,2604908,18.9
1519,2605004,15.8
1520,2605103,5.9
1521,2605152,5.6
1522,2605202,13.7
1523,2605301,12.8
1524,2605400,12.1
1525,2605459,6
1526,2605509,19.2
1527,2605608,7.6
1528,2605707,17.4
1529,2605806,26.1
1530,2605905,21.2
1531,2606002,17.3
1532,2606101,12
1533,2606200,20
1534,2606309,14
1535,2606408,20.9
1536,2606507,15.2
1537,2606606,18.4
1538,2606705,14.4
1539,2606804,15.5
1540,2606903,7.7
1541,2607000,20
1542,2607109,10.7
1543,2607208,11.6
1544,2607307,12.2
1545,2607406,15.8
1546,2607505,24.2
1547,2607604,15
1548,2607653,21.6
1549,2607703,12
1550,2607752,13
1551,2607802,21
1552,2607901,14.5
1553,2607950,21.9
1554,2608008,18
1555,2608057,15.5
1556,2608107,12.1
1557,2608206,20.4
1558,2608255,11.2
1559,2608305,11
1560,2608404,11.5
1561,2608453,12.9
1562,2608503,13.4
1563,2608602,18
1564,2608701,13.7
1565,2608750,11.1
1566,2608800,13.7
1567,2608909,12.5
1568,2609006,15.3
1569,2609105,9.6
1570,2609154,13.9
1571,2609204,18
1572,2609303,15.5
1573,2609402,17.5
1574,2609501,14.2
1575,2609600,19.1
1576,2609709,7.6
1577,2609808,9.7
1578,2609907,19.6
1579,2610004,17
1580,2610103,20.2
1581,2610202,9.5
1582,2610301,11.8
1583,2610400,6.9
1584,2610509,9.8
1585,2610608,15.8
1586,2610707,17
1587,2610806,14.5
1588,2610905,18.6
1589,2611002,11.2
1590,2611101,9.7
1591,2611200,12.6
1592,2611309,26.2
1593,2611408,16.8
1594,2611507,12.8
1595,2611533,7.7
1596,2611606,14.5
1597,2611705,13
1598,2611804,18.8
1599,2611903,11.9
1600,2612000,16.7
1601,2612109,14.6
1602,2612208,11.5
1603,2612307,13.5
1604,2612406,15.9
1605,2612455,15
1606,2612471,10.4
1607,2612505,18.2
1608,2612554,21.1
1609,2612604,15.5
1610,2612703,19.5
1611,2612802,14.3
1612,2612901,15
1613,2613008,11.8
1614,2613107,16
1615,2613206,10.8
1616,2613305,12.3
1617,2613404,18.3
1618,2613503,9.4
1619,2613602,8.1
1620,2613701,18.2
1621,2613800,17.4
1622,2613909,9.9
1623,2614006,12.5
1624,2614105,12
1625,2614204,16.4
1626,2614303,15.9
1627,2614402,8.7
1628,2614501,14.7
1629,2614600,7.1
1630,2614709,19.6
1631,2614808,12.8
1632,2614857,17.6
1633,2615003,12.8
1634,2615102,22.2
1635,2615201,10.6
1636,2615300,14.5
1637,2615409,16.7
1638,2615508,12.9
1639,2615607,10.6
1640,2615706,4.7
1641,2615805,33.5
1642,2615904,7.8
1643,2616001,11.7
1644,2616100,14.2
1645,2616183,19.9
1646,2616209,18.2
1647,2616308,16.6
1648,2616407,20.4
1649,2616506,13.2
1650,2700102,22.3
1651,2700201,11.4
1652,2700300,13.1
1653,2700409,13.1
1654,2700508,21.1
1655,2700607,14.8
1656,2700706,12.9
1657,2700805,11.3
1658,2700904,11.7
1659,2701001,11.2
1660,2701100,10.3
1661,2701209,6.4
1662,2701308,20.5
1663,2701357,16.7
1664,2701407,10
1665,2701506,24.9
1666,2701605,13.6
1667,2701704,19.5
1668,2701803,20.5
1669,2701902,15.2
1670,2702009,9.6
1671,2702108,14.7
1672,2702207,19.6
1673,2702306,5.2
1674,2702355,16.4
1675,2702405,19.1
1676,2702504,21.1
1677,2702553,12.2
1678,2702603,13.2
1679,2702702,9
1680,2702801,15.4
1681,2702900,17.1
1682,2703007,13.3
1683,2703106,12.3
1684,2703205,11.1
1685,2703304,17.1
1686,2703403,4.5
1687,2703502,12.6
1688,2703601,20.9
1689,2703700,18.8
1690,2703759,6.7
1691,2703809,17.8
1692,2703908,11.6
1693,2704005,11
1694,2704104,14.4
1695,2704203,12.9
1696,2704302,19
1697,2704401,8.3
1698,2704500,18.5
1699,2704609,15.4
1700,2704708,18.7
1701,2704807,14.5
1702,2704906,14.8
1703,2705002,14.5
1704,2705101,13.2
1705,2705200,11.8
1706,2705309,8.2
1707,2705408,18.6
1708,2705507,7.7
1709,2705606,48.6
1710,2705705,17.7
1711,2705804,19.2
1712,2705903,24.5
1713,2706000,14.2
1714,2706109,14
1715,2706208,7
1716,2706307,10.4
1717,2706406,5.9
1718,2706422,14.2
1719,2706448,24.7
1720,2706505,18.9
1721,2706604,15.3
1722,2706703,11.2
1723,2706802,10.1
1724,2706901,15.8
1725,2707008,13
1726,2707107,14.3
1727,2707206,16.3
1728,2707305,13.6
1729,2707404,17.2
1730,2707503,18.1
1731,2707602,19.7
1732,2707701,20.1
1733,2707800,18
1734,2707909,17.3
1735,2708006,18.7
1736,2708105,11.1
1737,2708204,16.9
1738,2708303,7.6
1739,2708402,15.6
1740,2708501,13.2
1741,2708600,14.1
1742,2708709,12.2
1743,2708808,16.5
1744,2708907,17.1
1745,2708956,19
1746,2709004,11.6
1747,2709103,11.4
1748,2709152,8.1
1749,2709202,24.4
1750,2709301,8.7
1751,2709400,13.9
1752,2800100,18.8
1753,2800209,17.7
1754,2800308,15.2
1755,2800407,15.6
1756,2800506,25.9
1757,2800605,21
1758,2800670,17.3
1759,2800704,19.2
1760,2801009,19.2
1761,2801108,20.9
1762,2801207,27.3
1763,2801306,18.8
1764,2801405,25.7
1765,2801504,20.4
1766,2801603,19.5
1767,2801702,14.7
1768,2801900,19.7
1769,2802007,19.3
1770,2802106,19.4
1771,2802205,21.4
1772,2802304,25.4
1773,2802403,21.7
1774,2802502,12.5
1775,2802601,19.4
1776,2802700,22
1777,2802809,23.6
1778,2802908,18.1
1779,2803005,15.4
1780,2803104,22
1781,2803203,18.9
1782,2803302,16.9
1783,2803401,26
1784,2803500,16.2
1785,2803609,16.7
1786,2803708,23.2
1787,2803807,17.8
1788,2803906,20.9
1789,2804003,21.3
1790,2804102,20.1
1791,2804201,24.1
1792,2804300,14.7
1793,2804409,16.7
1794,2804458,16.8
1795,2804508,19
1796,2804607,18.1
1797,2804706,11.5
1798,2804805,19
1799,2804904,16.7
1800,2805000,19.3
1801,2805109,19.3
1802,2805208,26.5
1803,2805307,19
1804,2805406,21.9
1805,2805505,14.9
1806,2805604,19.6
1807,2805703,11.6
1808,2805802,23.6
1809,2805901,21.7
1810,2806008,18.3
1811,2806107,21.5
1812,2806206,18.9
1813,2806305,28.1
1814,2806404,19.6
1815,2806503,18.2
1816,2806602,22.5
1817,2806701,16.7
1818,2806800,16.3
1819,2806909,18.8
1820,2807006,22.7
1821,2807105,20
1822,2807204,16.7
1823,2807303,18.4
1824,2807402,20.5
1825,2807501,17.1
1826,2807600,20.4
1827,2900108,17.8
1828,2900207,10.8
1829,2900306,28.5
1830,2900355,33
1831,2900405,31.1
1832,2900504,20.7
1833,2900603,29.8
1834,2900702,25
1835,2900801,27.9
1836,2900900,19.5
1837,2901007,18
1838,2901106,23.7
1839,2901155,8.6
1840,2901205,28.5
1841,2901304,14.9
1842,2901353,29.5
1843,2901403,15
1844,2901502,19.1
1845,2901601,22.4
1846,2901700,28.1
1847,2901809,16.6
1848,2901908,35.4
1849,2901957,25.5
1850,2902005,27.8
1851,2902054,18.3
1852,2902104,31.6
1853,2902203,18.5
1854,2902252,29.8
1855,2902302,36.3
1856,2902401,28
1857,2902500,18.9
1858,2902609,26.6
1859,2902658,20.5
1860,2902708,19.5
1861,2902807,14.5
1862,2902906,26.3
1863,2903003,9.9
1864,2903102,25.9
1865,2903201,23.8
1866,2903235,13.2
1867,2903276,20.9
1868,2903300,22
1869,2903409,26.8
1870,2903508,18.6
1871,2903607,31.6
1872,2903706,15.7
1873,2903805,17.8
1874,2903904,15.1
1875,2903953,25.1
1876,2904001,9.4
1877,2904050,11.8
1878,2904100,9.2
1879,2904209,17.8
1880,2904308,14.4
1881,2904407,14.4
1882,2904506,25.2
1883,2904605,12.6
1884,2904704,24
1885,2904753,11.8
1886,2904803,23.7
1887,2904852,20.8
1888,2904902,27.7
1889,2905008,9.8
1890,2905107,22
1891,2905156,19.8
1892,2905206,22.4
1893,2905305,11.6
1894,2905404,33.9
1895,2905503,12.6
1896,2905602,24.8
1897,2905701,18.6
1898,2905800,26.5
1899,2905909,24
1900,2906006,21.8
1901,2906105,15.7
1902,2906204,6.9
1903,2906303,32.4
1904,2906402,15.6
1905,2906501,24.9
1906,2906600,17.5
1907,2906709,26.6
1908,2906808,31.7
1909,2906824,22.8
1910,2906857,20.7
1911,2906873,17.6
1912,2906899,21.4
1913,2906907,22.9
1914,2907004,19.6
1915,2907103,14.4
1916,2907202,28.6
1917,2907301,9.7
1918,2907400,15.8
1919,2907509,15.7
1920,2907558,23.7
1921,2907608,20.2
1922,2907707,16.1
1923,2907806,12.1
1924,2907905,26.7
1925,2908002,25.8
1926,2908101,20
1927,2908200,23.1
1928,2908309,21.8
1929,2908408,19.5
1930,2908507,24.5
1931,2908606,29
1932,2908705,20.5
1933,2908804,25.7
1934,2908903,31.9
1935,2909000,12.7
1936,2909109,9.6
1937,2909208,23.8
1938,2909307,16.9
1939,2909406,15.8
1940,2909505,21
1941,2909604,20.2
1942,2909703,18.5
1943,2909802,20.8
1944,2909901,22.5
1945,2910008,30.7
1946,2910057,18
1947,2910107,25.7
1948,2910206,8.2
1949,2910305,16.8
1950,2910404,28
1951,2910503,29.7
1952,2910602,25.2
1953,2910701,28.4
1954,2910727,26.3
1955,2910750,20.8
1956,2910776,12.1
1957,2910800,26.1
1958,2910859,19.8
1959,2910909,30.8
1960,2911006,23.7
1961,2911105,14
1962,2911204,16.2
1963,2911253,19.4
1964,2911303,10.9
1965,2911402,20.4
1966,2911501,24.5
1967,2911600,19.4
1968,2911659,19.3
1969,2911709,19.7
1970,2911808,25.6
1971,2911857,25
1972,2911907,19.5
1973,2912004,19.3
1974,2912103,21.8
1975,2912202,20.9
1976,2912301,35
1977,2912400,13.9
1978,2912509,10.3
1979,2912608,18.9
1980,2912707,26.3
1981,2912806,23.4
1982,2912905,29
1983,2913002,9.6
1984,2913101,11
1985,2913200,13.8
1986,2913309,17.7
1987,2913408,17.6
1988,2913457,24.7
1989,2913507,22.8
1990,2913606,24.9
1991,2913705,27.8
1992,2913804,24
1993,2913903,20.9
1994,2914000,28.9
1995,2914109,22.7
1996,2914208,24
1997,2914307,26.7
1998,2914406,6.6
1999,2914505,25.2
2000,2914604,5.5
2001,2914653,28.8
2002,2914703,16
2003,2914802,22.1
2004,2914901,25.1
2005,2915007,8
2006,2915106,27.7
2007,2915205,21.6
2008,2915304,35.4
2009,2915353,17.9
2010,2915403,33
2011,2915502,32.9
2012,2915601,15.5
2013,2915700,30.4
2014,2915809,34.7
2015,2915908,22.8
2016,2916005,23.2
2017,2916104,22.6
2018,2916203,17.1
2019,2916302,29.8
2020,2916401,26.2
2021,2916500,25.5
2022,2916609,35.2
2023,2916708,18
2024,2916807,28.7
2025,2916856,10.8
2026,2916906,10.8
2027,2917003,28.3
2028,2917102,21.5
2029,2917201,17.8
2030,2917300,20.4
2031,2917334,14.6
2032,2917359,5.6
2033,2917409,7.3
2034,2917508,19.3
2035,2917607,18.1
2036,2917706,20.1
2037,2917805,29.3
2038,2917904,19.2
2039,2918001,18.5
2040,2918100,25.8
2041,2918209,23.2
2042,2918308,24.9
2043,2918357,10.8
2044,2918407,16.3
2045,2918456,20.7
2046,2918506,14.1
2047,2918555,25.3
2048,2918605,8.5
2049,2918704,8.2
2050,2918753,21.1
2051,2918803,22.5
2052,2918902,23
2053,2919009,20.2
2054,2919058,12.2
2055,2919108,29
2056,2919157,8.3
2057,2919207,19.3
2058,2919306,26.1
2059,2919405,5.6
2060,2919504,15.2
2061,2919553,15.6
2062,2919603,28.6
2063,2919702,20.5
2064,2919801,14.3
2065,2919900,15.2
2066,2919926,18.3
2067,2919959,21.1
2068,2920007,27.4
2069,2920106,21.2
2070,2920205,14.2
2071,2920304,18.5
2072,2920403,28
2073,2920452,14.6
2074,2920502,13
2075,2920601,22.5
2076,2920700,32.7
2077,2920809,15
2078,2920908,22.1
2079,2921005,12.1
2080,2921054,19
2081,2921104,27.8
2082,2921203,25.1
2083,2921302,18.4
2084,2921401,29.9
2085,2921450,21.5
2086,2921500,30.4
2087,2921609,17.6
2088,2921708,16.8
2089,2921807,9.7
2090,2921906,12.6
2091,2922003,19.1
2092,2922052,16.9
2093,2922102,11.9
2094,2922201,15.1
2095,2922250,25.5
2096,2922300,30
2097,2922409,17.9
2098,2922508,24.2
2099,2922607,26.9
2100,2922656,24.4
2101,2922706,32.3
2102,2922730,23
2103,2922755,28.1
2104,2922805,19.6
2105,2922854,15.5
2106,2922904,19.2
2107,2923001,18.8
2108,2923035,5
2109,2923050,19.6
2110,2923100,15.4
2111,2923209,15.6
2112,2923308,27.2
2113,2923357,22.1
2114,2923407,26.4
2115,2923506,17.7
2116,2923605,15.9
2117,2923704,22.6
2118,2923803,22.7
2119,2923902,26.1
2120,2924009,22
2121,2924058,20.5
2122,2924108,28.6
2123,2924207,24.1
2124,2924306,8.8
2125,2924405,36.1
2126,2924504,15.2
2127,2924603,19.3
2128,2924652,13.4
2129,2924678,33
2130,2924702,18.6
2131,2924801,20.4
2132,2924900,11.8
2133,2925006,21
2134,2925105,23.8
2135,2925204,15.5
2136,2925253,24.6
2137,2925303,26.2
2138,2925402,22.3
2139,2925501,27.5
2140,2925600,11.7
2141,2925709,25.9
2142,2925758,20.2
2143,2925808,25.8
2144,2925907,26.9
2145,2925931,15.5
2146,2925956,18.6
2147,2926004,29.5
2148,2926103,10.9
2149,2926202,22.5
2150,2926301,20
2151,2926400,9.3
2152,2926509,30.7
2153,2926608,16.5
2154,2926657,33.4
2155,2926707,15.2
2156,2926806,19.6
2157,2926905,19.2
2158,2927002,19.4
2159,2927101,20.5
2160,2927200,16.8
2161,2927309,21.1
2162,2927408,21.9
2163,2927507,30
2164,2927606,28.8
2165,2927705,25.2
2166,2927804,23.1
2167,2927903,16.1
2168,2928000,11.5
2169,2928059,26
2170,2928109,18.8
2171,2928208,9.9
2172,2928307,28.3
2173,2928406,17.3
2174,2928505,16.4
2175,2928604,22.9
2176,2928703,17.5
2177,2928802,22
2178,2928901,16.4
2179,2928950,18.2
2180,2929008,18.8
2181,2929057,11
2182,2929107,11
2183,2929206,21
2184,2929255,17.4
2185,2929305,28.7
2186,2929354,26.8
2187,2929370,22.7
2188,2929404,16.5
2189,2929503,19.7
2190,2929602,22.9
2191,2929701,44.9
2192,2929750,14.8
2193,2929800,25.6
2194,2929909,9.1
2195,2930006,12.1
2196,2930105,20.9
2197,2930154,11.8
2198,2930204,18.1
2199,2930303,8.9
2200,2930402,18.8
2201,2930501,31.5
2202,2930600,12.6
2203,2930709,27.4
2204,2930758,15.2
2205,2930766,38.4
2206,2930774,13.3
2207,2930808,3.8
2208,2930907,10.9
2209,2931004,20.3
2210,2931053,15.5
2211,2931103,31.7
2212,2931202,24.5
2213,2931301,10.7
2214,2931350,20.5
2215,2931400,26.5
2216,2931509,28.4
2217,2931608,29
2218,2931707,24.7
2219,2931806,23.8
2220,2931905,26.7
2221,2932002,17.6
2222,2932101,22.8
2223,2932200,24.8
2224,2932309,28.9
2225,2932408,11.4
2226,2932457,24.3
2227,2932507,23.9
2228,2932606,11.5
2229,2932705,26.9
2230,2932804,12
2231,2932903,30.9
2232,2933000,14.4
2233,2933059,36.1
2234,2933109,23.3
2235,2933158,20.2
2236,2933174,14.1
2237,2933208,25.1
2238,2933257,19.5
2239,2933307,18.9
2240,2933406,6.1
2241,2933455,19.1
2242,2933505,29
2243,2933604,18.6
2244,3100104,5
2245,3100203,8.8
2246,3100302,8.4
2247,3100401,8.6
2248,3100500,6.2
2249,3100609,6.9
2250,3100708,9.1
2251,3100807,4
2252,3100906,5.7
2253,3101003,7.2
2254,3101102,7
2255,3101201,15.7
2256,3101300,20.9
2257,3101409,2.9
2258,3101508,10
2259,3101607,5.5
2260,3101631,7.2
2261,3101706,14.2
2262,3101805,12.5
2263,3101904,2.9
2264,3102001,4.2
2265,3102050,19.3
2266,3102100,10.3
2267,3102209,6.3
2268,3102308,2.6
2269,3102407,6
2270,3102506,18.9
2271,3102605,4.8
2272,3102704,4.5
2273,3102803,8.3
2274,3102852,2.5
2275,3102902,3.8
2276,3103009,7.2
2277,3103108,9.9
2278,3103207,4.4
2279,3103306,19.4
2280,3103405,5.4
2281,3103504,5.5
2282,3103603,11.8
2283,3103702,9.6
2284,3103751,16.8
2285,3103801,4.2
2286,3103900,3.7
2287,3104007,9.3
2288,3104106,6.6
2289,3104205,2.6
2290,3104304,5.8
2291,3104403,12.4
2292,3104452,2.8
2293,3104502,5.7
2294,3104601,8.2
2295,3104700,10.5
2296,3104809,8.4
2297,3104908,8.2
2298,3105004,4.6
2299,3105103,3.4
2300,3105202,9.8
2301,3105301,8.3
2302,3105400,10.9
2303,3105509,8.9
2304,3105608,8.3
2305,3105707,11.6
2306,3105905,6.6
2307,3106002,3.5
2308,3106101,18.4
2309,3106200,7.2
2310,3106309,6.3
2311,3106408,10.7
2312,3106507,3.3
2313,3106606,28.8
2314,3106655,5.3
2315,3106705,7.8
2316,3106804,7.3
2317,3106903,15.2
2318,3107000,7.5
2319,3107109,4.6
2320,3107208,10.8
2321,3107307,3.6
2322,3107406,4.8
2323,3107505,14.3
2324,3107604,5.7
2325,3107703,9.9
2326,3107802,6.7
2327,3107901,8.5
2328,3108008,4.3
2329,3108107,13.8
2330,3108206,3.3
2331,3108255,7.2
2332,3108305,8.3
2333,3108404,4.4
2334,3108503,5.2
2335,3108552,8.4
2336,3108602,3.7
2337,3108701,7.1
2338,3108800,10.6
2339,3108909,6.9
2340,3109006,17
2341,3109105,6.5
2342,3109204,5.4
2343,3109253,1.9
2344,3109303,5.4
2345,3109402,9.2
2346,3109451,9.2
2347,3109501,4.3
2348,3109600,5.1
2349,3109709,4.6
2350,3109808,6.6
2351,3109907,4.8
2352,3110004,7.8
2353,3110103,16.4
2354,3110202,12.3
2355,3110301,6.6
2356,3110400,2.6
2357,3110509,6.9
2358,3110608,3
2359,3110707,7.3
2360,3110806,15.4
2361,3110905,9.1
2362,3111002,13.1
2363,3111101,7.7
2364,3111150,4.2
2365,3111200,3.5
2366,3111309,5.9
2367,3111408,17.8
2368,3111507,12
2369,3111606,5.5
2370,3111705,7.9
2371,3111804,9.9
2372,3111903,7
2373,3112000,7.2
2374,3112059,8.4
2375,3112109,6.7
2376,3112208,5.4
2377,3112307,2.3
2378,3112406,20.7
2379,3112505,2.9
2380,3112604,9.2
2381,3112653,12.2
2382,3112703,4.6
2383,3112802,5.1
2384,3112901,8.1
2385,3113008,12
2386,3113107,9.6
2387,3113206,5.7
2388,3113305,10.2
2389,3113404,7.5
2390,3113503,4.3
2391,3113602,8
2392,3113701,13.8
2393,3113800,11.6
2394,3113909,9.4
2395,3114006,3.4
2396,3114105,14.9
2397,3114204,5.4
2398,3114303,3.4
2399,3114402,3.1
2400,3114501,3
2401,3114550,8.6
2402,3114600,13.1
2403,3114709,6.1
2404,3114808,5.7
2405,3114907,8.6
2406,3115003,2.8
2407,3115102,6.3
2408,3115201,4.9
2409,3115300,6.2
2410,3115359,9.5
2411,3115409,6.1
2412,3115458,10.7
2413,3115474,2.6
2414,3115508,5.1
2415,3115607,4.9
2416,3115706,4.4
2417,3115805,7.4
2418,3115904,16.9
2419,3116001,3.6
2420,3116100,4
2421,3116159,5.3
2422,3116209,14.2
2423,3116308,5.1
2424,3116407,4.3
2425,3116506,4.4
2426,3116605,2.3
2427,3116704,7.3
2428,3116803,6
2429,3116902,11.6
2430,3117009,7.3
2431,3117108,6.3
2432,3117207,3.7
2433,3117306,8.9
2434,3117405,4.8
2435,3117504,7
2436,3117603,6.6
2437,3117702,8.9
2438,3117801,4.9
2439,3117836,3.9
2440,3117876,5.6
2441,3117900,6.4
2442,3118007,9.7
2443,3118106,15.4
2444,3118205,11.9
2445,3118304,8.9
2446,3118403,9.6
2447,3118502,5.8
2448,3118601,8.3
2449,3118700,9.9
2450,3118809,2.9
2451,3118908,6.3
2452,3119005,7.1
2453,3119104,7.6
2454,3119203,6.1
2455,3119302,3
2456,3119401,5.4
2457,3119500,4.6
2458,3119609,12.1
2459,3119708,12.1
2460,3119807,4.1
2461,3119906,5.2
2462,3119955,2.6
2463,3120003,7.9
2464,3120102,3.9
2465,3120151,17.3
2466,3120201,6.7
2467,3120300,3.5
2468,3120409,10.9
2469,3120508,5.1
2470,3120607,4.5
2471,3120706,6.9
2472,3120805,6.2
2473,3120839,28.7
2474,3120870,5.5
2475,3120904,9.2
2476,3121001,2.5
2477,3121100,2.3
2478,3121209,6.2
2479,3121258,11.2
2480,3121308,14
2481,3121407,4.2
2482,3121506,11.2
2483,3121605,5.9
2484,3121704,12.9
2485,3121803,3.7
2486,3121902,6.1
2487,3122009,15.6
2488,3122108,9.4
2489,3122207,7.2
2490,3122306,4.8
2491,3122355,6.3
2492,3122405,3.9
2493,3122454,15
2494,3122470,4
2495,3122504,5.7
2496,3122603,10.4
2497,3122702,2.1
2498,3122801,2.1
2499,3122900,9.8
2500,3123007,12.9
2501,3123106,9.8
2502,3123205,9.3
2503,3123304,5.2
2504,3123403,2.7
2505,3123502,4.2
2506,3123528,5.1
2507,3123601,11.1
2508,3123700,6.6
2509,3123809,4.9
2510,3123858,10.8
2511,3123908,10.2
2512,3124005,3.7
2513,3124104,11.6
2514,3124203,8.8
2515,3124302,4.4
2516,3124401,5.9
2517,3124500,5
2518,3124609,16.2
2519,3124708,9.9
2520,3124807,3.7
2521,3124906,9.4
2522,3125002,18.5
2523,3125101,7.7
2524,3125200,7.5
2525,3125309,11.6
2526,3125408,6.3
2527,3125507,2.1
2528,3125606,12.6
2529,3125705,9.7
2530,3125804,8.7
2531,3125903,4.6
2532,3125952,10.9
2533,3126000,7.7
2534,3126109,3
2535,3126208,5.5
2536,3126307,5.7
2537,3126406,5.9
2538,3126505,6.3
2539,3126604,3.8
2540,3126703,4
2541,3126752,8.1
2542,3126802,12.4
2543,3126901,13
2544,3126950,6
2545,3127008,5.6
2546,3127057,7.7
2547,3127073,4.5
2548,3127107,9.1
2549,3127206,8.4
2550,3127305,7.4
2551,3127339,2.4
2552,3127354,4.4
2553,3127370,14.4
2554,3127388,15.7
2555,3127404,9.9
2556,3127503,4.2
2557,3127602,4.6
2558,3127701,9
2559,3127800,6.6
2560,3127909,4.3
2561,3128006,4.3
2562,3128105,6.3
2563,3128204,8.5
2564,3128253,2.8
2565,3128303,10.8
2566,3128402,7.3
2567,3128501,14.4
2568,3128600,7
2569,3128709,7.4
2570,3128808,4.2
2571,3128907,10.2
2572,3129004,5
2573,3129103,8.4
2574,3129202,10.2
2575,3129301,6.5
2576,3129400,9.7
2577,3129509,10.7
2578,3129608,9.2
2579,3129657,2.6
2580,3129707,4.8
2581,3129806,6.2
2582,3129905,2.9
2583,3130002,6.6
2584,3130051,6.7
2585,3130101,8.4
2586,3130200,7.3
2587,3130309,4.8
2588,3130408,3.3
2589,3130507,3.4
2590,3130556,6.7
2591,3130606,7.3
2592,3130655,2.7
2593,3130705,20.1
2594,3130804,14.5
2595,3130903,5
2596,3131000,14.1
2597,3131109,8.5
2598,3131158,4.2
2599,3131208,3
2600,3131307,5
2601,3131406,6.4
2602,3131505,5.4
2603,3131604,6.6
2604,3131703,6.5
2605,3131802,14.3
2606,3131901,11.4
2607,3132008,3.7
2608,3132107,8
2609,3132206,4.4
2610,3132305,17.8
2611,3132404,7.1
2612,3132503,3.7
2613,3132602,7.4
2614,3132701,11.2
2615,3132800,3
2616,3132909,4.5
2617,3133006,8.4
2618,3133105,5.5
2619,3133204,10.4
2620,3133303,8.7
2621,3133402,11.6
2622,3133501,3.3
2623,3133600,14.1
2624,3133709,4.7
2625,3133758,5.5
2626,3133808,2.9
2627,3133907,7.6
2628,3134004,7.3
2629,3134103,6.4
2630,3134202,5.9
2631,3134301,7
2632,3134400,7.6
2633,3134509,10.3
2634,3134608,7.5
2635,3134707,12.1
2636,3134806,12.6
2637,3134905,7.7
2638,3135001,5.4
2639,3135050,4.3
2640,3135076,19.4
2641,3135100,4.1
2642,3135209,7.3
2643,3135308,1.6
2644,3135357,3.2
2645,3135407,5.8
2646,3135456,3.7
2647,3135506,5.7
2648,3135605,12.4
2649,3135704,8.2
2650,3135803,5.3
2651,3135902,13.2
2652,3136009,8.3
2653,3136108,5.8
2654,3136207,3
2655,3136306,3.8
2656,3136405,17.3
2657,3136504,9.2
2658,3136520,4
2659,3136553,3.3
2660,3136579,9.9
2661,3136603,16.2
2662,3136652,5.1
2663,3136702,9.7
2664,3136801,6.5
2665,3136900,14.3
2666,3136959,7.9
2667,3137007,18.2
2668,3137106,4.2
2669,3137205,2.7
2670,3137304,8.9
2671,3137403,7.6
2672,3137502,7
2673,3137536,5.3
2674,3137601,10.7
2675,3137700,8
2676,3137809,6.3
2677,3137908,5.8
2678,3138005,7.3
2679,3138104,4.5
