,codigo_municipio,Total
217,1504307,24.7
218,1504406,23.1
219,1504422,20.9
220,1504455,28.6
221,1504505,35
222,1504604,27.2
223,1504703,21.6
224,1504752,16.9
225,1504802,21.5
226,1504901,30
227,1504950,27.4
228,1504976,38.8
229,1505007,17.1
230,1505031,17.7
231,1505064,27.3
232,1505106,23.6
233,1505205,36.3
234,1505304,19.5
235,1505403,25.4
236,1505437,23.5
237,1505486,33.3
238,1505494,32
239,1505502,17.3
240,1505536,12.1
241,1505551,25.3
242,1505601,26.4
243,1505635,20.1
244,1505650,18.5
245,1505700,22
246,1505809,46.8
247,1505908,43.5
248,1506005,24
249,1506104,23.9
250,1506112,28
251,1506138,15.8
252,1506161,15.2
253,1506187,30.9
254,1506195,24.8
255,1506203,17.2
256,1506302,26.2
257,1506351,17.5
258,1506401,28.8
259,1506500,20.2
260,1506559,25.3
261,1506583,26.1
262,1506609,28.9
263,1506708,32.7
264,1506807,13.5
265,1506906,20.7
266,1507003,23.3
267,1507102,27.5
268,1507151,24
269,1507201,39.4
270,1507300,29
271,1507409,23.4
272,1507458,24.5
273,1507466,17.1
274,1507474,20.1
275,1507508,25.9
276,1507607,30.2
277,1507706,24.3
278,1507755,29.2
279,1507805,26.1
280,1507904,28.3
281,1507953,24.5
282,1507961,22.8
283,1507979,9
284,1508001,19.8
285,1508035,25
286,1508050,28.4
287,1508084,21.7
288,1508100,21.1
289,1508126,12.4
290,1508159,16.6
291,1508209,21.8
292,1508308,27.3
293,1508357,20.6
294,1508407,24.6
295,1600055,22.3
296,1600105,21.7
297,1600154,34.5
298,1600204,30.2
299,1600212,31
300,1600238,30.5
301,1600253,33.1
302,1600279,26.6
303,1600303,21.3
304,1600402,30
305,1600501,42.5
306,1600535,24.7
307,1600550,32.5
308,1600600,19.2
309,1600709,32.2
310,1600808,28.2
311,1700251,10.6
312,1700301,15.3
313,1700350,9.4
314,1700400,10.4
315,1700707,10.1
316,1701002,11.2
317,1701051,14.6
318,1701101,9.8
319,1701309,14.4
320,1701903,8.1
321,1702000,8.9
322,1702109,10.3
323,1702158,16.5
324,1702208,14.8
325,1702307,13.1
326,1702406,17.5
327,1702554,11.3
328,1702703,8.8
329,1702901,13.7
330,1703008,12.9
331,1703057,11.8
332,1703073,21.2
333,1703107,8.4
334,1703206,13.2
335,1703305,6.1
336,1703602,10.4
337,1703701,13.6
338,1703800,13.8
339,1703826,8.6
340,1703842,16.8
341,1703867,9.8
342,1703883,23.3
343,1703891,14
344,1703909,9.5
345,1704105,12.1
346,1704600,7.7
347,1705102,19
348,1705508,11.9
349,1705557,9.2
350,1705607,21.8
351,1706001,14
352,1706100,11.6
353,1706258,15
354,1706506,18
355,1707009,17.4
356,1707108,8.3
357,1707207,14
358,1707306,10.3
359,1707405,20.1
360,1707553,11.8
361,1707652,12.4
362,1707702,20.1
363,1708205,13
364,1708254,6.6
365,1708304,7.2
366,1709005,17.1
367,1709302,9.3
368,1709500,7.4
369,1709807,10.2
370,1710508,7.1
371,1710706,16
372,1710904,6.9
373,1711100,12.3
374,1711506,16.4
375,1711803,15.2
376,1711902,15.6
377,1711951,19.6
378,1712009,10.8
379,1712157,9.8
380,1712405,14.8
381,1712454,10.2
382,1712504,14.8
383,1712702,15.8
384,1712801,15.2
385,1713205,12.6
386,1713304,10.6
387,1713601,15.2
388,1713700,8.7
389,1713809,14.4
390,1713957,12.3
391,1714203,9.4
392,1714302,16.6
393,1714880,18.7
394,1715002,8.1
395,1715101,10.6
396,1715150,10.8
397,1715259,17.9
398,1715507,22.5
399,1715705,19.7
400,1715754,6.5
401,1716109,6.4
402,1716208,19.9
403,1716307,17.2
404,1716505,4.5
405,1716604,16.9
406,1716653,11.6
407,1716703,10.7
408,1717008,18.5
409,1717206,13.5
410,1717503,10.7
411,1717800,18.9
412,1717909,13.3
413,1718006,15
414,1718204,13.4
415,1718303,14.8
416,1718402,8.9
417,1718451,7.7
418,1718501,14.4
419,1718550,18.8
420,1718659,13.9
421,1718709,21.5
422,1718758,10.6
423,1718808,17.8
424,1718840,14.2
425,1718865,17.8
426,1718881,14.6
427,1718899,12.2
428,1718907,16.3
429,1719004,14.3
430,1720002,10.5
431,1720101,16.5
432,1720150,11.7
433,1720200,20.2
434,1720259,16.3
435,1720309,12.4
436,1720499,8.2
437,1720655,10.9
438,1720804,14.9
439,1720853,12.7
440,1720903,22.1
441,1720937,23.7
442,1720978,9.7
443,1721000,4.5
444,1721109,26.9
445,1721208,18.8
446,1721257,4.5
447,1721307,16.3
448,1722081,12.1
449,1722107,9.3
450,2100055,12.6
451,2100105,23
452,2100154,17.1
453,2100204,17.6
454,2100303,26
455,2100402,25.4
456,2100436,14.1
457,2100477,4.2
458,2100501,17.2
459,2100550,18.2
460,2100600,30.3
461,2100709,19.4
462,2100808,25
463,2100832,23.6
464,2100873,13.6
465,2100907,23.7
466,2100956,31.6
467,2101004,8.2
468,2101103,16.9
469,2101202,11.5
470,2101251,11.9
471,2101301,10.3
472,2101350,33.3
473,2101400,16.7
474,2101509,13.4
475,2101608,26.5
476,2101707,13.5
477,2101731,17.9
478,2101772,23.3
479,2101806,22.1
480,2101905,11.4
481,2101939,17.7
482,2101970,22.4
483,2102002,24.4
484,2102036,16.2
485,2102077,18.4
486,2102101,22.6
487,2102150,14.6
488,2102200,13.6
489,2102309,9.7
490,2102325,15.4
491,2102358,26.5
492,2102374,18.6
493,2102408,16.2
494,2102507,25.1
495,2102556,10.4
496,2102606,17.8
497,2102705,25.9
498,2102754,16.3
499,2102804,23.8
500,2102903,16.6
501,2103000,15.2
502,2103109,15.1
503,2103125,13.9
504,2103158,18.8
505,2103174,23.6
506,2103208,15.3
507,2103257,17.4
508,2103307,17.5
509,2103406,20.1
510,2103505,9.9
511,2103554,26.4
512,2103604,9.9
513,2103703,15.5
514,2103752,24.3
515,2103802,12.7
516,2103901,19.5
517,2104008,17.6
518,2104057,18.1
519,2104073,22.5
520,2104081,37.8
521,2104099,11.7
522,2104107,16.4
523,2104206,16.2
524,2104305,20.2
525,2104404,13.9
526,2104503,15.6
527,2104552,29.1
528,2104602,19
529,2104628,24.9
530,2104651,28.3
531,2104677,20.6
532,2104701,20
533,2104800,23.4
534,2104909,16.3
535,2105005,17.4
536,2105104,18
537,2105153,22.5
538,2105203,15.4
539,2105302,14.1
540,2105351,21.4
541,2105401,14.6
542,2105427,15.3
543,2105450,17.5
544,2105476,43.1
545,2105500,15.1
546,2105609,16.4
547,2105658,13.5
548,2105708,13.7
549,2105807,11.1
550,2105906,21.8
551,2105922,3.7
552,2105948,7.5
553,2105963,17.1
554,2105989,14.4
555,2106003,16.2
556,2106102,12
557,2106201,17.4
558,2106300,14.5
559,2106326,22.1
560,2106359,24.6
561,2106375,28.3
562,2106409,15.2
563,2106508,11.3
564,2106607,19.6
565,2106631,21.2
566,2106672,15
567,2106706,17
568,2106755,10.6
569,2106805,17.1
570,2106904,29
571,2107001,30.3
572,2107100,22.8
573,2107209,12.6
574,2107258,22.5
575,2107308,18.4
576,2107357,17.8
577,2107407,28.2
578,2107456,16.4
579,2107506,11.5
580,2107605,15
581,2107704,23.8
582,2107803,22.9
583,2107902,11.4
584,2108009,8.2
585,2108058,13.9
586,2108108,19.6
587,2108207,15.8
588,2108256,17.5
589,2108306,14.7
590,2108405,13.3
591,2108454,17.3
592,2108504,17.7
593,2108603,9.6
594,2108702,26
595,2108801,16.4
596,2108900,17
597,2109007,9.4
598,2109056,11
599,2109106,15.7
600,2109205,17.2
601,2109239,18.7
602,2109270,13.7
603,2109304,15.9
604,2109403,18.8
605,2109452,14.5
606,2109502,18.2
607,2109551,20.6
608,2109601,8.8
609,2109700,16.2
610,2109759,19.1
611,2109809,27.5
612,2109908,14.7
613,2110005,14
614,2110039,17
615,2110104,21.4
616,2110203,8.9
617,2110237,19.8
618,2110278,22.1
619,2110302,14.3
620,2110401,13.8
621,2110500,14
622,2110609,14.4
623,2110658,18.4
624,2110708,10.5
625,2110807,30
626,2110856,18.3
627,2110906,18.8
628,2111003,21.3
629,2111029,21.4
630,2111052,14.4
631,2111078,19.5
632,2111102,12.2
633,2111201,10.2
634,2111250,21.3
635,2111300,15.2
636,2111409,19.9
637,2111508,12.4
638,2111532,14.8
639,2111573,17.2
640,2111607,12
641,2111631,27
642,2111672,24.6
643,2111706,13.9
644,2111722,30.7
645,2111748,21.2
646,2111763,20.3
647,2111789,17.9
648,2111805,13.3
649,2111904,13.6
650,2111953,19.2
651,2112001,18.6
652,2112100,18.7
653,2112209,10.2
654,2112233,10.8
655,2112274,20.2
656,2112308,19.2
657,2112407,15.1
658,2112456,22.3
659,2112506,17.8
660,2112605,18
661,2112704,10.1
662,2112803,13.9
663,2112852,15.8
664,2112902,12.5
665,2113009,15.7
666,2114007,16.1
667,2200053,12.7
668,2200103,14.9
669,2200202,6.7
670,2200251,13.1
671,2200277,10.8
672,2200301,11.3
673,2200400,11.7
674,2200459,26.6
675,2200509,14.9
676,2200608,11.2
677,2200707,18.7
678,2200806,6.1
679,2200905,18.5
680,2200954,12.6
681,2201002,20.4
682,2201051,17.9
683,2201101,20.3
684,2201150,9.8
685,2201176,15
686,2201200,14.4
687,2201309,46.3
688,2201408,14.5
689,2201507,24.3
690,2201556,9.6
691,2201572,1.4
692,2201606,11.9
693,2201705,26.5
694,2201739,20.4
695,2201770,22.3
696,2201804,14.1
697,2201903,14.2
698,2201919,27.5
699,2201929,18.8
700,2201945,16.8
701,2201960,11.6
702,2201988,27.2
703,2202000,19.2
704,2202026,6.2
705,2202059,6.9
706,2202075,17.4
707,2202083,22.5
708,2202091,4.4
709,2202109,28.1
710,2202117,33.8
711,2202133,5.4
712,2202174,23.3
713,2202208,10.2
714,2202251,22.3
715,2202307,22.9
716,2202406,13
717,2202455,31.1
718,2202505,45.3
719,2202539,22.7
720,2202554,14.5
721,2202604,7.6
722,2202653,24.5
723,2202703,20.5
724,2202711,13.8
725,2202729,7.1
726,2202737,13.3
727,2202752,21.1
728,2202778,6.7
729,2202802,17.5
730,2202851,13.2
731,2202901,25.5
732,2203008,25.5
733,2203107,23.6
734,2203206,16
735,2203230,33
736,2203255,20.1
737,2203271,19.5
738,2203305,11.4
739,2203354,31.7
740,2203404,9.4
741,2203420,6.7
742,2203453,14.7
743,2203503,21.4
744,2203602,20.7
745,2203701,21.4
746,2203750,25.6
747,2203800,26.6
748,2203859,15.6
749,2203909,15.1
750,2204006,14
751,2204105,19.6
752,2204154,12.3
753,2204204,16.3
754,2204303,8.4
755,2204352,18
756,2204402,38.4
757,2204501,14.1
758,2204550,23.4
759,2204600,9.9
760,2204659,27.9
761,2204709,8.9
762,2204808,9.3
763,2204907,13.2
764,2205003,19.2
765,2205102,21.4
766,2205151,19.9
767,2205201,16.3
768,2205250,23.8
769,2205276,13.7
770,2205300,27.5
771,2205359,15.8
772,2205409,16.4
773,2205458,18.9
774,2205508,16.5
775,2205516,18.6
776,2205524,20.6
777,2205532,33.7
778,2205540,14.5
779,2205557,14
780,2205565,15.3
781,2205573,22.2
782,2205581,28.5
783,2205599,16.5
784,2205607,14.8
785,2205706,27.2
786,2205805,28.2
787,2205854,9.2
788,2205904,18.9
789,2205953,9.7
790,2206001,16
791,2206050,28.9
792,2206100,17.7
793,2206209,26.8
794,2206308,11.7
795,2206357,27.4
796,2206407,19.4
797,2206506,16.8
798,2206605,22
799,2206654,24.1
800,2206670,20.3
801,2206696,25
802,2206704,15.6
803,2206720,15.3
804,2206753,19.8
805,2206803,32
806,2206902,27.9
807,2206951,18.4
808,2207009,8.6
809,2207108,10.7
810,2207207,0.2
811,2207306,25.4
812,2207355,4.4
813,2207405,30.5
814,2207504,25.5
815,2207553,29.4
816,2207603,30.5
817,2207702,25.5
818,2207751,27.5
819,2207777,19.7
820,2207793,30
821,2207801,20.8
822,2207850,16.4
823,2207900,17.8
824,2207934,15
825,2207959,18.9
826,2208007,17.9
827,2208106,20.9
828,2208205,9.2
829,2208304,7.4
830,2208403,12.6
831,2208502,19.8
832,2208551,14.3
833,2208601,15.2
834,2208650,19.8
835,2208700,27.1
836,2208809,19.5
837,2208858,25.8
838,2208874,18.8
839,2208908,10.1
840,2209005,23.6
841,2209104,14.4
842,2209153,12.2
843,2209203,18.8
844,2209302,21.1
845,2209351,9.1
846,2209377,12.8
847,2209401,25.7
848,2209450,11.8
849,2209500,11.3
850,2209559,16.3
851,2209609,15.1
852,2209658,22.8
853,2209708,13.7
854,2209757,24.2
855,2209807,14.4
856,2209856,10.4
857,2209872,17
858,2209906,10.3
859,2209955,22.1
860,2209971,12
861,2210003,14.8
862,2210052,5.6
863,2210102,15.8
864,2210201,17.5
865,2210300,16.5
866,2210359,16.1
867,2210375,9.6
868,2210383,20.9
869,2210391,29
870,2210409,7.6
871,2210508,14.5
872,2210607,15.1
873,2210623,34.7
874,2210631,16.8
875,2210656,13.9
876,2210706,12.1
877,2210805,11.5
878,2210904,15.2
879,2210938,22.5
880,2210953,17.3
881,2210979,22.8
882,2211001,9.5
883,2211100,20.4
884,2211209,18.6
885,2211308,19.9
886,2211357,31
887,2211407,19.1
888,2211506,26.4
889,2211605,9.5
890,2211704,20.3
891,2300101,3.9
892,2300150,4.5
893,2300200,4.7
894,2300309,2.4
895,2300408,7.5
896,2300507,2.5
897,2300606,0.1
898,2300705,5
899,2300754,8.9
900,2300804,5.6
901,2300903,6.7
902,2301000,9.1
903,2301109,7
904,2301208,3.8
905,2301257,6.8
906,2301307,11.2
907,2301406,4.1
908,2301505,6.8
909,2301604,2.8
910,2301703,14
911,2301802,5.7
912,2301851,10.6
913,2301901,5.1
914,2301950,4.4
915,2302008,10.7
916,2302057,4
917,2302107,12.6
918,2302206,9.3
919,2302305,3
920,2302404,14.8
921,2302503,5.6
922,2302602,3.1
923,2302701,6.3
924,2302800,12.2
925,2302909,5.3
926,2303006,10.5
927,2303105,1.5
928,2303204,5.9
929,2303303,6.5
930,2303402,11.2
931,2303501,4.3
932,2303600,3.1
933,2303659,1.7
934,2303709,13.3
935,2303808,9.1
936,2303907,8.8
937,2303931,7.1
938,2303956,7.7
939,2304004,1.5
940,2304103,6.4
941,2304202,7
942,2304236,6.8
943,2304251,2.5
944,2304269,2.8
945,2304277,5.6
946,2304285,2.1
947,2304301,2.6
948,2304350,0.4
949,2304400,10.8
950,2304459,7
951,2304509,4.3
952,2304608,6.6
953,2304657,6.6
954,2304707,4.5
955,2304806,7.9
956,2304905,1.7
957,2304954,12
958,2305001,5.6
959,2305100,5.6
960,2305209,5
961,2305233,5.5
962,2305266,12.5
963,2305308,6.8
964,2305332,5.3
965,2305357,11.5
966,2305407,11.6
967,2305506,4.7
968,2305605,2.5
969,2305654,3.7
970,2305704,16.1
971,2305803,13.1
972,2305902,19.4
973,2306009,3
974,2306108,2.2
975,2306207,4.3
976,2306256,10.3
977,2306306,5.2
978,2306405,4.5
979,2306504,5.7
980,2306553,4.8
981,2306603,9
982,2306702,9.3
983,2306801,4.7
984,2306900,2.7
985,2307007,3.5
986,2307106,9.1
987,2307205,3.9
988,2307254,3
989,2307304,10.2
990,2307403,1.6
991,2307502,15.3
992,2307601,5.8
993,2307635,13
994,2307650,7.4
995,2307700,6.7
996,2307809,2.6
997,2307908,5.3
998,2308005,2.5
999,2308104,6.3
1000,2308203,1
1001,2308302,7.4
1002,2308351,4.5
1003,2308377,5.4
1004,2308401,8
1005,2308500,10
1006,2308609,15.4
1007,2308708,15.4
1008,2308807,6.9
1009,2308906,2.1
1010,2309003,3
1011,2309102,4.7
1012,2309201,2.5
1013,2309300,9.3
1014,2309409,1.6
1015,2309458,4.9
1016,2309508,8.7
1017,2309607,14.2
1018,2309706,7.2
1019,2309805,7.7
1020,2309904,3.7
1021,2310001,4.7
1022,2310100,3.8
1023,2310209,2.9
1024,2310258,3.4
1025,2310308,4.2
1026,2310407,20.2
1027,2310506,3.7
1028,2310605,6.7
1029,2310704,4.8
1030,2310803,8.5
1031,2310852,3.8
1032,2310902,4.3
1033,2310951,2.3
1034,2311009,8.5
1035,2311108,1.9
1036,2311207,12.6
1037,2311231,3.6
1038,2311264,4.5
1039,2311306,5.8
1040,2311355,11.8
1041,2311405,6.7
1042,2311504,5.6
1043,2311603,3.6
1044,2311702,5.7
1045,2311801,5.1
1046,2311900,6
1047,2311959,8.2
1048,2312007,8.8
1049,2312106,8
1050,2312205,2.6
1051,2312304,9.1
1052,2312403,3.9
1053,2312502,3.5
1054,2312601,10.1
1055,2312700,5.4
1056,2312809,3.1
1057,2312908,2.1
1058,2313005,3
1059,2313104,5.1
1060,2313203,8.4
1061,2313252,6.6
1062,2313302,4
1063,2313351,7.5
1064,2313401,3.5
1065,2313500,4.6
1066,2313559,4.3
1067,2313609,3.6
1068,2313708,8.4
1069,2313757,5.6
1070,2313807,2.6
1071,2313906,4.4
1072,2313955,5.6
1073,2314003,4.3
1074,2314102,6.9
1075,2400109,7
1076,2400208,17.3
1077,2400307,20.5
1078,2400406,11.1
1079,2400505,21.6
1080,2400604,24.3
1081,2400703,7.8
1082,2400802,20
1083,2400901,28.8
1084,2401008,16.3
1085,2401107,18.4
1086,2401206,26.8
1087,2401305,24.4
1088,2401404,18.4
1089,2401453,27.3
1090,2401503,23.6
1091,2401602,31.4
1092,2401651,23.5
1093,2401701,26
1094,2401800,15.1
1095,2401859,29.8
1096,2401909,16
1097,2402006,11.4
1098,2402105,13.7
1099,2402204,25
1100,2402303,18.5
1101,2402402,4.9
1102,2402501,25.4
1103,2402600,26.1
1104,2402709,15.2
1105,2402808,24.4
1106,2402907,25.3
1107,2403004,3.3
1108,2403103,10.3
1109,2403202,12.5
1110,2403251,16.9
1111,2403301,17.3
1112,2403400,12.9
1113,2403509,25.1
1114,2403608,24.8
1115,2403707,17.2
1116,2403756,25.4
1117,2403806,12.1
1118,2403905,18.9
1119,2404002,20.5
1120,2404101,13.4
1121,2404200,23.5
1122,2404309,19.3
1123,2404408,23.1
1124,2404507,18
1125,2404606,22.3
1126,2404705,24.3
1127,2404804,8.9
1128,2404853,15.5
1129,2404903,10
1130,2405009,14.2
1131,2405108,6.3
1132,2405207,18.5
1133,2405306,22.8
1134,2405405,16.7
1135,2405504,24.6
1136,2405603,17.2
1137,2405702,11.8
1138,2405801,15.1
1139,2405900,30.7
1140,2406007,20.6
1141,2406106,18.4
1142,2406155,26.9
1143,2406205,17.2
1144,2406304,15.4
1145,2406403,34.6
1146,2406502,19.4
1147,2406601,24.1
1148,2406700,10.2
1149,2406809,20.8
1150,2406908,15.1
1151,2407005,23.8
1152,2407104,21.5
1153,2407203,20.8
1154,2407252,28.4
1155,2407302,19.5
1156,2407401,20.1
1157,2407500,23.5
1158,2407609,20.4
1159,2407708,21.7
1160,2407807,20.9
1161,2407906,26.9
1162,2408003,15.8
1163,2408102,18.1
1164,2408201,22
1165,2408300,17.3
1166,2408409,25.9
1167,2408508,8.8
1168,2408607,21.1
1169,2408706,27.3
1170,2408805,27.9
1171,2408904,15.6
1172,2408953,28
1173,2409100,15.8
1174,2409209,21.2
1175,2409308,25.3
1176,2409332,24
1177,2409407,11.4
1178,2409506,24.1
1179,2409605,19.5
1180,2409704,25.5
1181,2409803,21.3
1182,2409902,17
1183,2410009,21.5
1184,2410108,28
1185,2410207,19.7
1186,2410256,25.3
1187,2410306,23.6
1188,2410405,23.4
1189,2410504,26.8
1190,2410603,20.7
1191,2410702,19.2
1192,2410801,23.8
1193,2410900,18.6
1194,2411007,17.1
1195,2411056,18
1196,2411106,5.6
1197,2411205,13.5
1198,2411403,24
1199,2411429,10.1
1200,2411502,18.7
1201,2411601,24.9
1202,2411700,19.8
1203,2411809,17
1204,2411908,17.1
1205,2412005,21.8
1206,2412104,9.5
1207,2412203,23.8
1208,2412302,20.3
1209,2412401,3.9
1210,2412500,18.9
1211,2412559,27.4
1212,2412609,12.2
1213,2412708,25.5
1214,2412807,29.5
1215,2412906,25.8
1216,2413003,20.5
1217,2413102,26.5
1218,2413201,27
1219,2413300,23.9
1220,2413359,21.1
1221,2413409,13.8
1222,2413508,14.6
1223,2413557,18.9
1224,2413607,15.9
1225,2413706,12.2
1226,2413805,19.8
1227,2413904,19.5
1228,2414001,20
1229,2414100,16.6
1230,2414159,7.3
1231,2414209,22.7
1232,2414308,19.7
1233,2414407,25.1
1234,2414456,30.8
1235,2414506,15.5
1236,2414605,16.5
1237,2414704,21.8
1238,2414753,19
1239,2414803,17.8
1240,2414902,10.6
1241,2415008,32.7
1242,2500106,6.3
1243,2500205,15.2
1244,2500304,36.1
1245,2500403,21.5
1246,2500502,15.3
1247,2500536,19.3
1248,2500577,21.9
1249,2500601,20.2
1250,2500700,20.9
1251,2500734,13.5
1252,2500775,18.1
1253,2500809,22.6
1254,2500908,21.8
1255,2501005,16.7
1256,2501104,16.6
1257,2501153,17.9
1258,2501203,9.9
1259,2501302,19.6
1260,2501351,17.6
1261,2501401,24.4
1262,2501500,18.6
1263,2501534,8.8
1264,2501575,13.2
1265,2501609,21
1266,2501708,7.3
1267,2501807,25.7
1268,2501906,11.7
1269,2502003,18
1270,2502052,15
1271,2502102,17.9
1272,2502151,15.1
1273,2502201,16.5
1274,2502300,12
1275,2502409,22.1
1276,2502508,23.2
1277,2502607,14.4
1278,2502706,17.4
1279,2502805,8.9
1280,2502904,15.5
1281,2503001,17.1
1282,2503100,10.4
1283,2503209,20.8
1284,2503308,21.5
1285,2503407,14.2
1286,2503506,18.3
1287,2503555,26.3
1288,2503605,21.6
1289,2503704,16.9
1290,2503753,23.9
1291,2503803,25.3
1292,2503902,12
1293,2504009,16.3
1294,2504033,17.1
1295,2504074,21.8
1296,2504108,14.6
1297,2504157,19.1
1298,2504207,17.3
1299,2504306,17.3
1300,2504355,21.6
1301,2504405,14.3
1302,2504504,19.9
1303,2504603,19.2
1304,2504702,18.2
1305,2504801,24
1306,2504850,12.5
1307,2504900,26.4
1308,2505006,12.8
1309,2505105,7.7
1310,2505204,16.3
1311,2505238,24.9
1312,2505279,11.6
1313,2505303,19.2
1314,2505352,18.4
1315,2505402,19.1
1316,2505501,14.7
1317,2505600,20.2
1318,2505709,3.2
1319,2505808,19.5
1320,2505907,18.5
1321,2506004,6.6
1322,2506103,24.2
1323,2506202,8.8
1324,2506251,15.1
1325,2506301,15.8
1326,2506400,17.1
1327,2506509,10.4
1328,2506608,15.8
1329,2506707,23.2
1330,2506806,20.6
1331,2506905,15.6
1332,2507002,15.3
1333,2507101,21.4
1334,2507200,16.9
1335,2507309,22.6
1336,2507408,31.5
1337,2507507,17.1
1338,2507606,24.1
1339,2507705,19.3
1340,2507804,15.3
1341,2507903,16.9
1342,2508000,13.8
1343,2508109,19.3
1344,2508208,23
1345,2508307,15.7
1346,2508406,14.6
1347,2508505,18.5
1348,2508554,20.8
1349,2508604,25.2
1350,2508703,11.4
1351,2508802,16.1
1352,2508901,18.6
1353,2509008,15.8
1354,2509057,32.7
1355,2509107,18.9
1356,2509156,30
1357,2509206,15.6
1358,2509305,20.3
1359,2509339,21
1360,2509370,25.3
1361,2509396,18.9
1362,2509404,17.9
1363,2509503,15.7
1364,2509602,17.3
1365,2509701,6.2
1366,2509800,21.5
1367,2509909,13
1368,2510006,21.7
1369,2510105,15.5
1370,2510204,14.8
1371,2510303,17
1372,2510402,12.5
1373,2510501,17.5
1374,2510600,13.2
1375,2510659,11.3
1376,2510709,13.3
1377,2510808,14.6
1378,2510907,11.5
1379,2511004,12.1
1380,2511103,12.2
1381,2511202,17.7
1382,2511301,19.4
1383,2511400,8
